3.479179e+13	1.000000e-10
5.068769e+13	2.177854e-01
6.658358e+13	9.512998e-01
8.247948e+13	5.747127e+00
8.645345e+13	5.804740e+00
9.042743e+13	2.756913e+00
9.440140e+13	1.194575e+00
9.837538e+13	6.951551e-01
1.023493e+14	5.398349e-01
1.063233e+14	5.209662e-01
1.102973e+14	5.171342e-01
1.142713e+14	4.864816e-01
1.182452e+14	4.382842e-01
1.222192e+14	3.973476e-01
1.261932e+14	3.780871e-01
1.301672e+14	3.778584e-01
1.341411e+14	3.848013e-01
1.381151e+14	3.896656e-01
1.420891e+14	4.244960e-01
1.460631e+14	6.688084e-01
1.500370e+14	1.114480e+00
1.540110e+14	1.224292e+00
1.579850e+14	9.929081e-01
1.619590e+14	5.774503e-01
1.659329e+14	2.504654e-01
1.699069e+14	1.507759e-01
1.738809e+14	1.750582e-01
1.778549e+14	3.160849e-01
1.818288e+14	7.846999e-01
1.858028e+14	2.184434e+00
1.897768e+14	4.909155e+00
1.937508e+14	7.620318e+00
1.977247e+14	8.436111e+00
2.016987e+14	7.491748e+00
2.056727e+14	4.398565e+00
2.096466e+14	1.942567e+00
2.136206e+14	1.393448e+00
2.175946e+14	1.209214e+00
2.215686e+14	1.011546e+00
2.255425e+14	8.236705e-01
2.295165e+14	6.142782e-01
2.334905e+14	3.933318e-01
2.374645e+14	2.108228e-01
2.414384e+14	9.796294e-02
2.573343e+14	9.922956e-11
2.732302e+14	1.000000e-10
2.891261e+14	1.000000e-10
3.050220e+14	1.000000e-10
3.209179e+14	1.000000e-10
3.368138e+14	1.000000e-10
3.527097e+14	1.000000e-10
3.686056e+14	1.000000e-10
3.845015e+14	1.000000e-10
